Customer_ID,Fiscal_Quarter,Transaction_Amount_Local,FX_Rate_To_USD,Discount_Pct
12447,Q2-2025,23891,0.054,10.2
14643,Q2-2024,1226,0.0001,13.1
11575,Q3-2025,3920,0.096,
10236,Q1-2024,5854,0.27,18.9
14114,Q2-2023,2917,1.09,14.0
14817,Q4-2027,18337,1.0,0.5
12182,Q3-2024,752,0.096,15.6
14548,Q3-2023,56148,0.012,12.7
14769,Q3-2026,887,0.012,8.0
12057,Q1-2023,22687,0.0008,27.0
12248,Q2-2024,2341,0.2,5.7
11444,Q4-2024,74004,0.74,5.9
13570,Q1-2025,4270,0.65,22.4
12003,Q3-2025,467,0.27,21.9
11105,Q1-2022,19307,0.096,0.0
11854,Q4-2023,10211,1.09,15.4
12668,Q3-2024,4164,1.09,9.5
13087,Q4-2025,50199,0.0,10.9
13856,Q3-2022,6487,0.058,
13149,Q3-2024,1086,0.74,23.1
10364,Q3-2022,17862,0.0001,
11714,Q1-2024,21189,0.054,17.3
10653,Q4-2023,8495,0.27,6.6
10851,Q4-2023,11225,0.0031,7.5
12654,Q3-2025,13434,1.0,11.8
12051,Q2-2024,23304,0.0091,20.9
14286,Q4-2023,1469,1.0,0.0
11744,Q3-2022,4435,1.0,14.6
12405,Q1-2023,12831,1.09,16.8
13453,Q1-2024,8504,0.74,9.6
10724,Q2-2025,11493,0.14,22.8
12116,Q2-2024,732,0.0001,20.4
14931,Q2-2022,6928,1.0,11.9
14027,Q3-2023,1081,0.0067,4.0
13885,Q1-2022,2827,0.25,
11824,Q3-2024,12598,1.0,10.6
11494,Q3-2023,4488,0.74,7.7
13563,Q3-2022,1012,0.14,25.6
10405,Q1-2023,6398,1.09,20.6
11814,Q1-2024,25832,1.0,0.1
13421,Q1-2024,1417,1.27,24.7
12149,Q4-2023,2504,0.012,7.6
12207,Q3-2024,4293,1.09,15.2
11052,Q4-2026,2227,1.09,0.0
10830,Q1-2025,29264,0.65,1.1
12638,Q2-2024,10045,0.22,4.6
12488,Q1-2023,2238,1.0,21.5
11676,Q2-2023,6318,0.74,32.3
14170,Q1-2023,3015,1.27,9.6
12045,Q1-2025,32296,0.61,
12445,Q2-2025,4937,1.0,19.1
11069,Q2-2025,2654,1.27,2.3
10053,Q2-2024,2284,1.09,8.4
12717,Q1-2023,3526,1.09,6.1
14625,Q4-2023,15445,0.65,0.4
11638,Q3-2025,3687,0.012,22.0
11099,Q1-2026,1770,0.054,
14222,Q2-2023,15820,1.09,12.1
11529,Q4-2025,25646,0.147,6.7
10860,Q1-2022,3184,0.0003,12.4
13112,Q4-2024,5581,0.0011,7.4
13783,Q3-2023,14354,0.61,14.1
12703,Q3-2022,6009,1.09,12.4
12700,Q2-2023,383,0.27,
12055,Q4-2025,3657,1.0,14.6
14826,Q3-2023,5282,1.0,24.7
11553,Q3-2022,212,0.0008,17.4
11964,Q3-2024,5184,1.09,16.8
10463,Q1-2024,283,1.0,20.8
13066,Q2-2023,8381,0.74,24.5
11932,Q1-2024,14869,0.012,13.0
10399,Q1-2025,2696,0.012,30.0
13958,Q3-2025,1871,0.0006,16.9
14911,Q4-2022,11001,1.0,4.3
14796,Q1-2023,23020,0.27,14.0
11195,Q2-2022,10066,1.0,35.1
13875,Q1-2023,7349,1.0,16.8
10698,Q3-2023,2170,0.0001,
14463,Q1-2022,2580,1.27,15.2
13672,Q1-2025,2770,1.09,10.8
13128,Q3-2026,3799,0.012,9.4
14675,Q3-2024,5996,1.09,5.8
10165,Q2-2025,2383,0.032,10.3
13808,Q1-2024,1705,0.65,12.6
10222,Q4-2022,3186,1.09,22.2
11794,Q3-2025,1993,0.27,15.1
13819,Q2-2022,7065,0.65,18.3
11315,Q1-2025,5565,0.012,6.0
11855,Q3-2023,4882,0.74,32.7
11207,Q1-2025,12289,1.09,7.7
12917,Q1-2026,7792,0.14,17.4
10559,Q3-2025,5741,0.27,13.1
10328,Q3-2025,567,0.028,14.3
14820,Q2-2023,1142,0.14,6.2
11069,Q1-2023,1632,1.27,1.9
14308,Q3-2023,1222,0.028,13.5
12783,Q2-2022,472,0.25,5.8
12638,Q2-2022,46108,0.22,3.7
12380,Q3-2023,308,1.09,17.2
10725,Q3-2024,1938,0.65,0.8
11755,Q3-2023,1863,1.09,10.0
13572,Q2-2024,7083,0.22,6.2
11905,Q3-2024,7502,1.09,6.7
10620,Q2-2023,2931,1.0,3.2
14564,Q3-2024,3117,0.27,22.6
14642,Q1-2023,13528,0.74,8.8
12493,Q2-2023,3504,0.0067,5.7
10211,Q4-2022,16816,1.09,9.7
10724,Q2-2024,8388,0.14,14.9
12941,Q1-2026,4805,0.74,19.9
14241,Q4-2025,4045,1.27,10.9
13707,Q2-2023,5246,1.0,31.0
10304,Q4-2022,2398,1.09,23.9
12708,Q3-2026,20299,1.09,6.9
12534,Q4-2023,9762,1.0,0.0
11592,Q3-2026,6415,0.012,3.8
10767,Q4-2022,11967,1.09,13.5
10361,Q2-2024,8117,0.032,19.7
13976,Q4-2024,41604,1.0,0.3
10163,Q4-2025,15727,1.0,0.0
14770,Q3-2023,1032,1.0,5.4
11290,Q1-2024,3161,0.0001,11.9
10263,Q4-2025,468,0.74,14.2
12958,Q1-2022,42140,0.0011,2.5
14895,Q4-2023,1804,1.09,7.3
13847,Q3-2025,5282,0.65,13.3
13261,Q2-2022,7410,1.09,6.2
10775,Q1-2027,11693,0.2,3.1
12501,Q1-2023,26514,0.25,21.2
12292,Q2-2022,8739,0.27,5.6
12078,Q4-2027,81787,0.0031,8.4
10142,Q3-2022,316,0.044,15.1
12936,Q3-2023,4679,1.27,19.7
13805,Q1-2022,3748,0.65,10.4
12055,Q3-2024,3785,1.0,25.5
13526,Q4-2024,8664,0.74,15.1
13517,Q1-2023,3639,0.028,18.3
13743,Q4-2022,5556,0.058,23.3
11671,Q4-2024,388,1.09,15.9
11417,Q3-2022,2303,1.09,
14929,Q3-2024,2007,0.65,15.5
11255,Q1-2023,9588,0.018,16.5
12575,Q4-2025,2095,1.0,18.2
14852,Q4-2024,16133,0.012,13.1
12158,Q1-2027,662,0.22,8.2
14862,Q4-2024,11467,0.25,26.2
14329,Q1-2024,3076,1.0,27.0
11862,Q3-2025,15539,0.018,29.5
14092,Q3-2022,29041,1.09,12.7
12328,Q3-2025,26645,0.096,
13796,Q4-2023,267,0.27,9.9
12052,Q2-2026,7597,0.2,8.9
11687,Q4-2022,1475,0.22,14.8
10215,Q1-2025,9062,1.09,13.2
14642,Q1-2022,12427,0.74,4.9
13392,Q1-2023,8314,0.096,11.5
14761,Q4-2024,483,0.14,15.5
12544,Q2-2028,13067,0.032,6.7
11026,Q3-2022,3157,0.14,8.5
13678,Q2-2025,3706,0.098,7.2
14048,Q3-2022,10469,1.09,6.0
12012,Q4-2022,18589,0.032,3.1
10891,Q2-2025,4117,0.128,13.9
14692,Q3-2024,2183,0.058,4.5
11593,Q2-2024,16394,0.096,17.4
12278,Q2-2026,12514,0.0006,8.2
10262,Q1-2025,5596,0.27,18.5
11846,Q3-2022,8849,1.0,18.9
10210,Q4-2022,801,1.0,
11850,Q2-2022,2398,0.22,5.9
14707,Q3-2024,6092,0.0067,0.0
11495,Q3-2025,9622,0.0008,20.9
11031,Q3-2022,12608,1.09,2.3
10561,Q2-2023,23444,0.028,5.8
12327,Q3-2023,9546,0.128,
14196,Q1-2024,1444,0.74,15.9
14330,Q2-2023,5869,0.27,30.9
12385,Q2-2023,1800,1.0,6.3
10158,Q1-2025,18736,0.27,15.7
11269,Q3-2022,4000,1.0,13.1
10067,Q2-2025,2085,0.27,10.5
12230,Q1-2025,2499,0.0036,22.5
13275,Q2-2023,8117,0.27,10.5
11701,Q2-2023,437,0.0011,14.8
13653,Q2-2024,2598,0.0091,4.3
10129,Q4-2025,13475,0.018,17.2
13510,Q3-2022,8310,0.0008,1.7
10133,Q1-2024,2180,0.2,6.4
13307,Q1-2028,13296,0.012,3.5
13986,Q4-2023,5138,0.0067,10.7
10402,Q3-2022,1371,0.2,17.3
14572,Q4-2022,959,0.0006,13.5
14716,Q4-2022,12179,1.13,16.4
10730,Q2-2023,7533,1.27,26.7
11186,Q1-2025,2155,0.012,34.6
14065,Q3-2023,3047,0.2,6.2
11773,Q3-2025,333,1.09,9.2
14025,Q3-2024,2005,0.012,12.3
13941,Q3-2025,4959,0.74,4.0
11960,Q2-2022,4308,0.018,13.1
10341,Q1-2023,35389,1.09,4.9
14815,Q4-2024,186,0.128,32.3
11606,Q3-2022,1030,1.0,2.0
12237,Q4-2022,18366,1.09,3.7
12254,Q1-2023,574,0.27,9.9
11940,Q1-2023,37533,1.27,8.4
10830,Q2-2023,3166,0.65,1.0
10550,Q4-2022,9540,1.09,10.9
14642,Q2-2025,16909,0.74,7.0
14645,Q1-2022,32693,0.14,5.4
11332,Q1-2024,611,0.61,9.3
12597,Q4-2023,19416,1.27,0.0
13375,Q2-2024,5662,0.054,18.2
13561,Q3-2022,14135,1.27,8.2
10212,Q4-2023,5846,0.0003,8.8
10316,Q1-2025,8946,1.09,12.7
14801,Q4-2023,7726,1.0,12.5
11049,Q1-2025,18736,0.27,18.6
14131,Q1-2025,1407,1.0,
11577,Q4-2022,3175,1.09,
12281,Q2-2024,188,0.012,12.3
11724,Q2-2023,8788,1.0,5.1
13934,Q1-2023,26464,0.61,3.6
10287,Q3-2026,7186,0.65,9.8
14061,Q1-2023,339,0.0008,23.1
12507,Q3-2024,4662,0.128,24.9
12986,Q3-2025,23458,0.2,22.1
14690,Q2-2025,957,0.74,10.3
13195,Q4-2024,3954,0.0001,9.6
13651,Q2-2028,9936,1.09,19.1
13165,Q2-2023,2530,1.09,18.3
10122,Q3-2023,34154,1.27,6.6
11387,Q4-2022,6757,1.27,14.8
13946,Q2-2024,3102,0.012,23.7
14229,Q2-2024,10225,0.65,18.9
13914,Q1-2025,4998,1.09,21.6
10511,Q4-2027,12671,1.0,7.9
11590,Q2-2026,1923,0.147,15.6
14207,Q4-2025,3851,0.27,2.3
14146,Q3-2025,6883,0.012,9.6
12094,Q1-2022,3443,0.0067,8.6
12995,Q3-2024,992,1.0,8.0
12083,Q2-2024,1437,0.65,6.3
13173,Q1-2023,9093,0.27,8.5
11635,Q2-2024,5101,0.65,29.4
14737,Q1-2025,8634,1.0,15.4
13630,Q2-2024,39881,0.14,5.1
14046,Q3-2023,5711,1.0,0.1
10694,Q4-2022,6055,0.0008,21.1
10883,Q4-2022,11715,0.65,21.9
14888,Q3-2024,1412,0.65,9.5
11894,Q4-2023,12093,0.2,10.5
14314,Q3-2022,1675,0.22,20.2
14537,Q2-2024,2158,0.0008,10.9
10505,Q3-2023,5167,0.14,15.2
10066,Q2-2025,13004,0.147,14.7
11304,Q3-2027,41061,0.74,7.8
13743,Q1-2024,11037,0.058,20.0
14524,Q2-2023,1226,0.147,21.8
12541,Q1-2025,605,0.22,10.1
14868,Q3-2026,2101,0.65,5.4
10687,Q1-2025,3882,1.0,27.4
11913,Q2-2023,362,0.27,18.7
12338,Q4-2024,614,1.13,
13251,Q3-2022,894,1.09,14.6
12176,Q3-2024,4057,1.0,10.4
13707,Q1-2022,5312,1.0,19.2
13206,Q3-2022,4364,1.09,6.9
12955,Q1-2024,5492,0.74,
14697,Q3-2023,272,1.09,14.7
10332,Q2-2022,5293,0.0067,4.4
10163,Q3-2022,14159,1.0,0.0
14190,Q2-2022,4415,0.0077,20.9
14445,Q1-2024,1756,0.012,3.9
14166,Q1-2024,13072,1.09,8.7
12830,Q1-2022,2367,0.058,17.3
11966,Q1-2022,21987,0.044,15.1
13830,Q1-2025,1280,0.22,
14005,Q1-2023,450,1.0,23.8
11990,Q3-2024,7291,1.0,11.9
11207,Q2-2024,10181,1.09,10.3
14663,Q2-2025,3900,0.27,15.4
12457,Q2-2024,1135,0.012,12.4
14691,Q2-2023,2611,1.09,12.6
14439,Q1-2025,29366,0.147,2.0
13899,Q2-2023,52951,1.27,2.0
11049,Q1-2023,15954,0.27,30.1
14001,Q1-2024,419,0.14,7.6
12864,Q2-2024,1074,0.25,0.8
12750,Q2-2023,13799,0.74,12.8
12387,Q1-2025,10674,1.09,34.3
13284,Q2-2022,18149,0.25,3.7
12821,Q4-2025,29852,0.032,3.1
12509,Q1-2024,6585,0.27,14.8
10953,Q4-2023,10967,1.09,10.5
12328,Q4-2022,3254,0.096,9.9
10595,Q3-2025,13045,0.22,9.1
12380,Q3-2023,2866,1.09,8.9
12508,Q2-2023,10506,0.0008,24.8
10891,Q1-2024,1426,0.128,11.6
11752,Q2-2022,11389,1.27,
11708,Q4-2023,4021,1.09,18.5
12529,Q4-2024,798,1.09,14.8
14125,Q3-2022,2886,0.0008,19.9
12365,Q1-2024,3480,0.058,5.4
11785,Q2-2026,6797,0.0006,9.0
11704,Q2-2022,7601,1.0,5.8
10091,Q2-2025,13915,1.09,13.7
11108,Q3-2023,6808,1.0,14.1
13326,Q3-2023,6294,0.2,29.1
10486,Q2-2025,450,0.018,12.1
14210,Q2-2024,7425,0.0067,8.1
12387,Q4-2022,9949,1.09,34.4
11588,Q3-2025,7867,0.128,6.7
12932,Q4-2025,2327,1.09,4.9
14340,Q4-2022,1664,1.27,25.1
10892,Q4-2023,388,0.27,22.2
13152,Q4-2023,435,0.095,12.1
13734,Q2-2024,3210,1.09,15.6
14634,Q2-2029,15677,1.09,6.9
14255,Q2-2025,3199,0.74,36.8
12061,Q1-2027,3055,0.058,31.8
12302,Q3-2023,9822,0.0077,5.3
13186,Q1-2022,8210,0.028,3.8
14281,Q4-2024,21454,0.22,0.0
14710,Q2-2024,2980,0.27,9.4
11241,Q2-2023,5869,0.054,22.0
10449,Q1-2025,1344,1.09,3.2
12107,Q3-2025,784,0.054,10.3
13245,Q1-2025,2755,0.22,9.9
13670,Q2-2023,1189,0.14,11.1
14141,Q3-2023,1070,0.096,
12995,Q4-2024,3119,1.0,7.7
13877,Q3-2022,8547,0.14,15.6
11650,Q2-2023,1365,1.27,18.5
14437,Q2-2022,20385,1.27,39.4
14271,Q2-2024,29396,1.0,18.6
14778,Q2-2023,9670,0.0077,9.1
12352,Q2-2024,2598,0.74,20.9
10608,Q3-2023,7666,0.27,0.0
13322,Q3-2023,1833,1.09,16.4
10712,Q4-2022,5693,1.09,5.0
14100,Q1-2023,1177,0.128,30.3
12189,Q3-2027,3909,0.74,0.4
10666,Q2-2023,6798,0.012,6.1
12624,Q4-2022,12243,0.74,43.3
10074,Q2-2023,30446,0.25,12.0
12928,Q1-2023,2487,1.09,6.4
14749,Q3-2024,15036,0.74,19.6
14457,Q4-2023,13939,0.2,5.7
13887,Q2-2022,9866,1.0,14.1
12563,Q2-2024,986,1.0,7.2
12434,Q3-2023,2721,0.74,15.9
11418,Q1-2024,5150,0.2,17.8
12746,Q1-2023,1313,0.27,24.6
14000,Q1-2024,4758,0.054,3.1
13957,Q1-2026,15991,0.098,15.8
13528,Q1-2026,3353,0.012,3.5
11498,Q3-2025,6713,1.09,
13647,Q3-2023,4146,0.012,22.2
14301,Q3-2025,457,0.65,9.7
12004,Q3-2024,17805,1.09,7.6
13655,Q1-2023,156,1.09,
10004,Q4-2023,26583,0.74,13.4
13573,Q1-2023,3482,0.65,25.5
11799,Q2-2023,6637,1.09,8.7
11586,Q4-2025,12363,0.0011,29.7
11789,Q1-2022,2382,0.0067,31.3
11578,Q1-2022,915,0.0067,22.6
10942,Q4-2024,5768,0.27,18.4
13601,Q1-2027,5586,1.09,11.7
10526,Q1-2023,2729,0.018,10.1
14246,Q1-2024,55697,0.27,10.3
11238,Q1-2025,4239,0.27,14.0
14123,Q3-2023,17243,0.14,31.8
10456,Q3-2025,6270,1.09,6.9
13682,Q3-2027,10294,0.27,4.5
11141,Q2-2023,1733,0.058,18.8
12107,Q3-2025,5417,0.054,10.9
13511,Q4-2023,2045,1.27,12.9
11718,Q2-2024,3044,0.0008,18.2
11386,Q4-2027,23134,0.14,2.5
14389,Q1-2024,9987,0.0011,17.3
11657,Q2-2023,5449,0.27,6.6
11457,Q4-2024,906,1.09,9.3
14543,Q2-2023,2781,1.09,23.1
10598,Q1-2025,14863,1.09,7.8
13765,Q3-2023,16363,1.09,2.9
14946,Q4-2025,1076,1.0,24.6
10510,Q1-2026,3065,0.27,7.0
13558,Q4-2024,6243,0.012,21.0
11657,Q4-2023,37638,0.27,11.2
12854,Q1-2022,422,1.13,
10102,Q1-2022,16833,1.27,17.0
11912,Q2-2024,6141,0.27,0.5
12793,Q2-2024,374,0.058,14.9
13323,Q3-2025,2255,1.0,10.1
11725,Q1-2024,5338,0.096,18.5
12795,Q2-2025,1076,0.054,17.0
11838,Q2-2024,470,0.054,27.8
13798,Q3-2025,5551,0.27,1.3
10973,Q1-2025,12524,1.09,2.5
10601,Q1-2024,6888,1.09,7.5
11169,Q3-2022,17709,1.09,20.2
13844,Q1-2022,2360,0.27,0.8
14848,Q3-2022,14923,1.09,14.6
14896,Q1-2025,4958,0.74,26.1
13271,Q1-2024,16746,1.13,22.3
12081,Q2-2024,14798,0.65,13.6
13624,Q2-2023,12594,0.012,32.7
13667,Q1-2026,8194,1.09,5.3
11025,Q3-2024,4614,0.74,11.8
10369,Q4-2025,976,0.74,19.5
11687,Q3-2023,4293,0.22,11.4
13570,Q2-2023,8770,0.65,16.9
12276,Q4-2024,3309,0.0067,5.2
14378,Q1-2025,11223,0.058,5.1
10041,Q3-2023,1247,0.0011,11.4
13725,Q4-2024,250,0.25,20.3
14998,Q1-2024,6986,0.74,15.5
12343,Q3-2022,1315,0.14,12.2
10207,Q2-2022,15776,1.0,0.0
11830,Q2-2025,3860,0.0067,30.2
13723,Q4-2023,1269,0.012,14.2
12778,Q2-2023,10180,0.14,22.9
14891,Q1-2025,8660,0.22,7.9
10644,Q2-2025,25634,1.09,8.7
10809,Q4-2024,1545,1.0,
11858,Q1-2024,34911,1.09,7.7
14780,Q2-2024,31768,0.74,14.2
14667,Q2-2026,2626,0.128,9.1
13561,Q3-2022,22319,1.27,
10813,Q1-2024,3756,0.012,17.8
12552,Q1-2026,1224,0.27,20.1
13780,Q4-2022,8462,0.0011,16.1
11398,Q2-2025,2868,0.74,26.0
11021,Q1-2023,2667,0.0091,15.9
12377,Q2-2023,21988,1.0,28.1
14199,Q2-2026,8873,1.27,2.9
14746,Q1-2023,32265,0.65,1.6
12010,Q2-2023,967,1.09,5.0
13982,Q3-2024,4097,0.22,28.5
10302,Q1-2022,15667,0.27,6.3
12923,Q3-2022,14687,0.74,1.9
10671,Q3-2023,27830,0.27,10.0
11600,Q1-2022,12586,1.09,1.1
12838,Q1-2023,1685,0.012,4.5
12522,Q4-2023,8635,1.09,10.5
14542,Q3-2025,49003,0.22,4.0
14927,Q2-2023,6257,0.27,15.5
11092,Q4-2023,554,1.0,
11834,Q1-2023,5185,0.032,6.5
14520,Q4-2023,23659,0.74,6.3
11249,Q3-2023,6650,0.27,21.3
13742,Q4-2023,1335,0.0077,6.0
14700,Q4-2025,893,0.2,19.7
13151,Q4-2024,10758,0.147,0.3
13417,Q3-2025,1302,0.22,11.2
11119,Q3-2025,885,0.14,11.3
12851,Q1-2025,1316,1.09,27.1
13166,Q4-2024,4379,0.098,
11999,Q3-2024,8172,0.14,10.5
14167,Q3-2023,9414,0.27,
11473,Q1-2026,2440,0.0036,
10986,Q1-2023,541,1.09,15.3
10654,Q1-2022,39386,1.09,20.7
13505,Q2-2022,11917,0.012,11.2
11685,Q1-2027,4602,0.2,4.3
13524,Q4-2023,2929,1.09,15.4
10793,Q2-2023,645,0.74,15.2
13951,Q4-2024,1295,1.27,21.4
14540,Q4-2022,122,1.0,8.9
10180,Q3-2024,1068,1.09,9.8
12642,Q2-2023,3746,0.018,14.3
10452,Q4-2023,15626,0.22,29.1
10981,Q3-2022,4849,0.25,36.6
10322,Q4-2022,3642,0.054,17.1
13329,Q4-2022,3309,0.65,
13134,Q3-2023,2652,0.74,0.4
13753,Q2-2023,13541,0.65,15.7
11793,Q3-2023,49177,0.012,11.4
14443,Q3-2024,1173,0.012,12.1
13752,Q1-2022,107,1.09,22.4
12086,Q2-2022,6105,0.0067,7.4
12512,Q2-2023,1626,1.09,14.5
11419,Q4-2022,447,0.14,17.8
12813,Q4-2024,3417,0.012,3.4
10426,Q4-2022,2831,0.032,21.7
11790,Q3-2022,63788,0.0008,13.3
14208,Q1-2022,4933,1.09,7.0
11118,Q1-2023,25566,0.74,7.4
12473,Q3-2023,9591,1.09,10.5
12356,Q1-2024,12397,1.09,10.5
13845,Q3-2024,17662,0.65,27.8
10474,Q3-2025,5707,0.2,10.9
11431,Q3-2022,14576,1.09,18.7
12897,Q2-2024,13975,0.27,39.0
11221,Q2-2024,16029,1.09,2.4
10355,Q3-2024,136,0.0001,20.0
11200,Q1-2024,4718,0.0036,2.7
10214,Q4-2023,4472,0.018,19.9
14491,Q4-2023,2858,1.09,35.3
10336,Q3-2023,319,0.65,4.8
11215,Q4-2025,13576,0.0003,4.3
14929,Q4-2024,660,0.65,14.9
11477,Q4-2022,751,0.65,7.3
14550,Q3-2024,5361,0.74,13.7
10154,Q1-2025,3794,0.2,17.6
10354,Q1-2024,2262,0.0006,17.0
12683,Q4-2026,520,1.09,4.7
11592,Q1-2023,17052,0.012,3.9
10277,Q1-2025,2805,0.27,13.4
12197,Q2-2024,87129,1.0,4.5
11120,Q2-2024,8424,1.0,27.9
11125,Q3-2022,927,1.0,27.1
13807,Q2-2022,1249,1.0,11.3
12241,Q1-2026,5115,0.044,10.3
12698,Q3-2023,17932,0.74,5.5
12101,Q1-2024,1583,1.09,12.1
11796,Q4-2022,28532,1.09,6.2
10015,Q1-2023,302,0.2,18.3
10847,Q1-2025,699,0.0,5.9
14868,Q2-2022,11878,0.65,7.3
14209,Q1-2024,1372,0.0003,8.3
11571,Q3-2025,411,0.012,13.7
11755,Q3-2023,674,1.09,20.5
11079,Q1-2024,11698,1.0,9.2
11048,Q3-2023,5632,1.0,15.7
13550,Q3-2025,5765,0.0077,23.0
10554,Q3-2024,6814,0.058,35.3
13627,Q2-2023,3420,1.27,14.2
13406,Q3-2023,1826,0.74,35.2
11036,Q4-2025,12661,0.14,13.7
10756,Q1-2022,31807,0.27,8.5
14914,Q2-2024,1109,0.0003,38.6
14706,Q2-2026,3321,1.0,11.0
11495,Q2-2024,528,0.0008,12.3
12542,Q2-2023,974,1.09,28.7
14041,Q4-2023,2546,1.0,8.8
13976,Q2-2024,6083,1.0,0.4
13031,Q1-2022,1340,0.27,17.8
13279,Q2-2022,380,0.028,29.4
13713,Q3-2022,462,0.65,11.9
12545,Q2-2023,7632,1.09,22.5
12035,Q4-2024,13780,0.74,1.4
14218,Q4-2026,2850,0.0031,11.7
10546,Q1-2023,9781,1.27,25.1
12998,Q2-2024,3894,1.09,5.5
14779,Q3-2024,837,0.012,4.9
11925,Q2-2022,31571,1.09,20.8
13875,Q2-2023,8221,1.0,20.2
12428,Q1-2024,16190,0.74,10.4
12257,Q2-2025,6621,1.09,15.9
13133,Q4-2026,20371,0.65,5.9
10586,Q1-2023,407,0.22,4.1
13073,Q1-2025,17764,0.0011,
14317,Q4-2023,7449,0.14,
10242,Q1-2023,3244,1.27,5.4
11016,Q4-2024,6763,1.0,4.5
13961,Q1-2025,9361,0.0003,17.8
12044,Q2-2025,1471,0.0011,22.9
10593,Q1-2024,1057,0.27,18.0
10652,Q1-2022,514,1.09,31.0
14631,Q2-2024,8226,0.65,5.1
10001,Q1-2025,1835,0.2,9.2
14300,Q1-2023,1428,1.0,15.0
11487,Q3-2023,8111,0.0003,20.3
11805,Q4-2022,3019,0.14,11.9
13500,Q3-2024,2935,1.0,25.8
14306,Q1-2026,3121,1.09,0.7
14082,Q3-2025,9684,1.09,9.8
10502,Q4-2022,13531,0.25,22.3
10042,Q2-2023,900,0.74,17.0
13837,Q1-2022,5895,0.032,22.0
14593,Q1-2023,3510,0.018,6.6
14945,Q3-2024,673,1.27,20.5
13324,Q3-2022,13401,0.0,30.0
13731,Q1-2023,5681,0.2,27.8
10181,Q1-2023,38049,0.0077,29.6
10840,Q1-2025,943,0.2,9.4
11744,Q3-2024,903,1.0,
10449,Q1-2028,10184,1.09,3.0
12074,Q1-2024,1329,1.09,20.8
14938,Q4-2024,1889,1.27,11.5
10738,Q3-2025,12472,0.27,16.8
11595,Q1-2024,5455,0.0031,32.7
14265,Q3-2025,3061,0.74,14.5
12541,Q3-2024,502,0.22,14.5
12615,Q2-2023,14234,1.09,9.5
10716,Q3-2022,39635,0.2,
11560,Q3-2022,5568,0.0011,16.7
14882,Q1-2024,15205,1.0,10.1
10468,Q1-2025,6564,0.74,26.2
12553,Q1-2025,1587,1.27,10.5
12181,Q3-2025,14904,0.0011,12.1
10867,Q4-2023,28086,0.74,29.3
12276,Q4-2024,3262,0.0067,3.8
14044,Q2-2025,5933,0.27,29.3
11518,Q2-2025,10518,0.0006,18.9
14062,Q2-2025,12419,0.018,8.0
12277,Q1-2023,32133,1.09,10.4
13545,Q3-2025,1825,1.09,18.3
14917,Q4-2024,12602,0.044,20.6
12707,Q4-2024,3387,0.058,33.6
10712,Q4-2022,5906,1.09,7.6
11200,Q3-2023,2854,0.0036,3.3
14974,Q1-2024,10135,1.09,16.3
13928,Q2-2022,32530,0.61,20.3
14666,Q4-2023,366,0.0067,23.7
13052,Q3-2025,9523,0.0067,12.3
14222,Q1-2023,12596,1.09,14.1
10596,Q3-2026,5508,0.054,13.2
11308,Q1-2024,2239,0.0008,11.7
11380,Q3-2023,709,1.09,12.1
14552,Q3-2025,1784,1.0,0.0
12518,Q4-2027,29760,0.098,5.9
14910,Q2-2025,7565,0.0008,7.0
10665,Q1-2024,2064,0.2,
12255,Q3-2024,3705,1.09,17.4
11179,Q3-2024,7339,1.09,3.6
10770,Q2-2024,3682,0.0067,10.8
11969,Q3-2023,4679,0.27,20.0
12831,Q4-2022,6470,0.128,8.6
12352,Q1-2025,3008,0.74,31.1
14911,Q1-2023,5398,1.0,5.8
13095,Q3-2022,643,1.0,19.6
10331,Q3-2023,10260,0.0067,23.1
11257,Q1-2023,1213,0.0006,23.6
10776,Q4-2025,5066,1.0,21.4
12111,Q1-2025,3175,0.61,18.6
10413,Q1-2022,26330,1.09,3.4
13731,Q4-2022,1671,0.2,24.8
12378,Q4-2024,7650,0.61,11.1
11636,Q4-2024,831,0.27,19.9
13850,Q4-2024,40595,0.032,8.6
13440,Q4-2024,1072,0.058,1.6
13659,Q2-2023,9226,0.044,19.2
13386,Q2-2023,2986,1.09,1.1
10242,Q3-2023,9157,1.27,7.9
12083,Q1-2024,15163,0.65,6.7
14194,Q1-2024,6920,0.0011,33.0
10916,Q1-2024,25640,0.27,35.0
12636,Q1-2024,10560,1.0,25.0
11655,Q1-2024,6260,0.095,19.4
14007,Q1-2023,6950,1.0,14.8
13170,Q2-2022,3989,1.09,0.0
10441,Q1-2026,496,1.0,24.2
10151,Q2-2024,808,0.0077,27.2
11306,Q2-2025,7827,1.0,14.8
11112,Q2-2022,5859,1.09,11.8
10876,Q4-2023,3521,1.09,24.6
14303,Q3-2023,30935,0.0003,38.0
12992,Q1-2025,3565,0.22,
12680,Q4-2023,1370,0.032,21.5
13492,Q2-2023,10270,0.028,0.7
12215,Q4-2023,7656,0.74,17.7
11630,Q4-2022,1030,0.012,24.0
11980,Q2-2025,11545,0.012,4.5
12427,Q4-2025,21328,0.0036,6.2
11726,Q2-2025,17594,1.09,5.5
10039,Q2-2023,10218,0.14,6.5
11531,Q1-2025,3113,1.27,19.8
10385,Q1-2023,1153,0.0011,
13155,Q2-2025,2759,0.27,7.9
14061,Q2-2022,1538,0.0008,19.6
10813,Q2-2024,744,0.012,18.9
10190,Q2-2027,48813,0.22,7.1
12246,Q1-2024,14385,0.0036,8.4
10096,Q3-2022,2292,1.09,19.8
