customer_id,last_invoice_amount_usd,lifetime_revenue_usd,add_on_revenue_usd,next_quarter_revenue_usd,acv_local,acv_usd,subscription_value_local,daily_active_users,feature_adoption_pct,sessions_per_user_day,avg_session_minutes,integrations_count,custom_reports_count,automations_active,api_calls_monthly,mobile_users_pct,support_tickets,csat_score,nps_score,renewal_probability,price_sensitivity,renewal_risk_flag,churn
13940,301,7872,1686,276,44118,1235,44790,136,74.2,3.3,26.0,10,16,17,45469,37.8,0,4.2,39.0,0.99,Medium,Low,0
13892,122,367,1019,157,38145,457,40841,26,37.1,3.7,16.0,3,6,13,55582,30.3,6,4.1,13.0,0.77,High,Low,0
11597,4,88,1704,4,64194,16,69250,178,68.9,3.2,30.0,6,8,14,35449,54.9,2,3.8,53.0,0.98,High,Low,0
11777,10639,59956,518,11778,33847,36893,37073,86,65.5,3.9,15.0,3,9,11,19917,51.9,7,4.2,33.0,0.65,Medium,Low,0
11914,20,113,422,0,12134,81,14411,48,25.9,1.2,8.0,3,1,2,4481,54.0,3,2.2,12.0,0.28,Low,High,1
11044,29,90,374,37,40679,126,48952,99,56.8,3.4,10.0,7,10,17,23028,52.9,5,3.8,56.0,0.76,Low,Low,0
13799,2016,6499,328,1869,11897,8803,14491,46,58.1,1.8,8.0,2,1,3,5860,36.4,9,2.8,-19.0,0.51,High,Low,0
11545,3,32,11,0,11964,13,14329,19,40.1,0.5,6.0,1,1,2,5262,56.9,13,3.4,-17.0,0.42,Medium,High,1
12737,73,1612,4221,80,44971,301,51930,154,78.8,3.6,21.0,9,21,21,59530,16.9,4,5.0,23.0,0.93,Low,Low,0
13950,4223,58381,1119,4492,22402,16577,24837,118,60.9,4.9,30.0,8,20,26,50945,12.5,3,4.8,48.0,0.99,Medium,Low,0
14759,14838,341386,2941,13912,52912,52912,58596,132,67.3,3.9,30.0,9,8,18,27690,56.0,2,4.1,25.0,0.93,Low,Low,0
10054,10671,10396,179,12657,40067,40067,44470,83,68.1,2.5,22.0,4,8,10,19111,30.4,3,2.9,43.0,0.8,Medium,Low,0
11797,60,54,49,83,36834,246,44702,69,53.7,5.3,18.0,2,5,12,31454,35.5,1,4.4,40.0,0.62,High,Low,0
13589,6150,6125,795,8393,21124,23870,25824,83,49.9,1.7,11.0,9,3,16,27107,68.3,3,3.7,31.0,0.67,Medium,Low,0
11912,4294,107955,425,4877,69674,18811,69954,171,56.5,5.2,27.0,8,14,21,47328,36.2,1,4.1,91.0,0.8,Low,Low,0
12307,3033,38957,42,320,11241,11241,14302,23,20.6,2.4,6.0,0,1,5,2584,43.3,14,3.1,-37.0,0.5,High,Medium,1
12554,1618,9542,97,1634,33573,6714,45866,46,26.1,2.7,25.0,3,5,12,13169,30.1,2,3.4,30.0,0.61,Medium,Medium,0
12801,762,9894,1087,867,19392,3878,27123,59,57.4,3.3,19.0,5,5,6,14132,32.4,5,4.5,31.0,0.62,Medium,Low,0
10937,5,79,412,5,20244,22,28798,101,29.4,3.6,21.0,2,9,5,12901,39.9,6,4.4,15.0,0.55,Medium,Low,0
14257,19365,277740,343,20627,62757,68405,76533,175,57.4,3.4,32.0,8,14,27,62351,0.0,4,4.6,15.0,0.86,Low,Low,0
10825,9131,149755,236,6605,31635,34482,42635,64,43.7,0.5,27.0,6,2,10,11474,32.5,7,4.3,2.0,0.58,High,Low,0
14881,19,383,3661,21,74026,81,83740,157,79.6,4.7,23.0,5,20,13,60482,34.6,0,4.3,100.0,0.99,Low,Low,0
13179,17523,370744,1081,21516,74937,81681,81365,135,79.5,5.3,35.0,7,16,26,65101,10.2,3,4.4,52.0,0.99,Medium,Low,0
13402,482,6028,47,440,29176,1692,37215,68,51.7,1.8,22.0,5,7,6,16223,26.2,4,3.5,41.0,0.86,Medium,Low,0
11390,2544,57323,2980,2429,47111,9422,49801,141,67.5,3.4,22.0,11,15,17,44702,42.9,4,4.6,41.0,0.68,Low,Low,0
13565,11596,156634,1791,10475,41332,45051,53264,39,23.1,4.6,18.0,3,5,10,4816,39.5,10,4.1,-21.0,0.61,Medium,Medium,0
11807,30608,411131,1391,28207,105012,114463,115272,121,46.0,4.1,19.0,4,16,23,63800,49.4,0,3.7,78.0,0.83,Low,Low,0
10885,10541,198798,180,13255,36942,41744,38805,153,71.0,5.0,27.0,7,11,20,49496,50.3,3,4.2,23.0,0.85,Medium,Low,0
14056,108,3162,405,150,18430,516,30116,40,51.4,3.0,9.0,3,2,3,17618,18.2,6,4.3,0.0,0.84,Medium,Low,0
13647,51,53,42,31,16582,198,22349,11,52.9,1.1,10.0,3,1,4,4264,37.8,8,2.5,-8.0,0.54,High,Low,0
13732,6049,6219,888,6645,25593,27896,34727,64,27.9,1.8,16.0,4,6,7,19719,38.9,6,3.8,17.0,0.67,High,Low,0
11608,3701,76884,456,4136,78203,15640,82233,130,92.8,3.2,31.0,12,17,12,70373,35.8,6,5.0,62.0,0.99,High,Low,0
11595,13,80,70,14,17088,52,26169,83,76.0,3.2,23.0,3,7,6,11715,21.3,8,3.0,-22.0,0.74,High,Medium,0
10772,1064,1173,1242,1437,33586,4702,39099,64,87.4,4.1,17.0,8,9,11,22715,24.0,7,3.2,43.0,0.71,Low,Low,0
12612,34,1012,291,44,30392,203,40043,45,55.2,2.0,16.0,6,8,4,14147,39.8,2,4.3,10.0,0.85,Medium,Low,0
13783,4360,33534,44,83,26336,16064,35351,26,27.1,1.7,16.0,5,9,5,14295,50.5,3,3.4,-23.0,0.78,Medium,Low,1
13225,4391,84152,277,6013,73283,19786,82156,145,100.0,4.6,28.0,14,26,25,41402,26.8,3,4.1,54.0,0.99,Medium,Low,0
12274,7,29,90,6,33088,36,43653,35,40.2,2.3,21.0,9,5,6,10919,63.2,3,4.1,17.0,0.72,Medium,Low,0
11869,81,888,228,47,10122,323,12436,47,29.4,1.4,16.0,0,1,2,3886,39.2,10,3.1,-19.0,0.52,High,Medium,0
11086,3175,22271,398,4104,19692,12799,22201,116,70.5,2.6,21.0,6,10,7,46737,59.4,5,3.7,38.0,0.68,Medium,Low,0
10011,3,13,8,2,12366,13,15555,56,12.0,1.9,2.0,1,1,4,5002,48.9,10,3.3,0.0,0.58,Low,Medium,0
13850,615,15353,3622,840,83910,2685,94387,146,78.1,3.9,24.0,11,15,23,64676,34.7,3,4.0,41.0,0.93,Medium,Low,0
11326,552,5919,224,551,38002,2204,48043,58,36.6,3.7,11.0,6,4,9,12583,50.9,3,2.8,17.0,0.69,High,Low,0
13391,6053,81754,300,6719,87492,23622,87492,137,75.3,1.6,28.0,10,13,16,47964,39.8,2,4.7,39.0,0.96,Low,Low,0
11464,1159,16190,6,669,16273,4393,18727,33,33.4,1.7,6.0,2,0,4,6228,27.9,13,3.2,16.0,0.51,Low,Medium,0
10807,145,779,649,204,41463,497,44536,123,49.6,6.9,25.0,2,7,14,35836,37.2,2,3.8,20.0,0.87,High,Low,0
14508,992,16844,581,970,62578,3629,68995,155,69.3,4.7,28.0,5,15,24,63652,21.9,3,,18.0,0.94,Low,Low,0
14169,2732,19039,66,1675,13199,9767,15884,76,68.8,0.5,14.0,5,4,4,6901,4.5,8,3.9,-24.0,0.68,Medium,Low,0
14021,26597,561051,5886,33289,95830,121704,101947,168,69.1,3.0,26.0,9,18,24,55074,2.3,2,4.1,59.0,0.99,Low,Low,0
12109,2224,36197,108,339,8817,9610,9919,3,49.4,0.8,11.0,1,2,4,5004,48.0,12,3.6,-6.0,0.39,High,Medium,1
14368,8471,14962,1,9929,43999,32559,52070,89,52.6,3.9,22.0,5,9,16,41033,43.7,8,4.1,52.0,0.72,Low,Low,0
13841,586,1341,1282,672,41421,2402,47017,105,61.7,3.3,20.0,4,6,17,25380,36.7,9,3.6,39.0,0.84,Low,Low,0
12235,2420,37118,2775,3207,37163,10034,38833,86,62.2,2.9,20.0,5,9,16,17565,34.3,4,4.2,25.0,0.78,Medium,Low,0
13212,246,1133,299,336,33886,1084,33886,60,69.5,4.1,21.0,3,5,7,21715,43.0,2,4.1,40.0,0.75,Medium,Low,0
10964,25460,456674,290,28544,74238,94282,78642,187,80.8,2.2,22.0,10,11,16,58442,48.7,4,5.0,49.0,0.8,Low,Low,0
13416,15683,206490,733,17742,81013,59949,87018,143,59.7,3.8,33.0,3,16,20,76827,45.8,1,5.0,54.0,0.68,Low,Low,0
14002,0,3,325,0,9335,2,10755,39,13.9,1.3,9.0,1,1,0,6053,16.6,10,2.9,-40.0,0.59,Medium,High,1
10399,30,139,18,19,8721,104,12319,61,5.0,1.6,12.0,1,1,3,5822,38.2,14,2.3,10.0,0.51,Medium,High,0
12633,857,3048,300,906,25347,3548,37945,70,47.2,2.1,14.0,4,12,11,11707,53.0,4,3.8,5.0,0.63,High,Low,0
15000,7087,6953,92,7875,26421,28798,31158,67,56.2,4.1,14.0,8,9,12,24678,38.7,4,3.5,15.0,0.73,Medium,Low,0
12997,4018,41534,58,5844,25017,18512,29571,93,33.9,2.3,16.0,4,8,18,35736,22.1,5,4.0,77.0,0.76,Low,Low,0
10705,20130,585693,926,25679,79481,86634,82024,155,82.5,2.1,30.0,7,15,19,26938,21.4,3,5.0,74.0,0.99,High,Low,0
10432,8839,49536,371,8849,30927,33710,37039,87,89.5,1.1,17.0,5,7,14,16380,24.8,6,4.1,74.0,0.72,Medium,Low,0
14812,6481,8778,685,8500,22206,24204,25178,88,65.1,0.7,13.0,3,8,7,42254,29.5,4,3.9,56.0,0.83,Low,Low,0
10293,1224,14005,1225,1096,33662,4712,45675,65,37.9,3.0,19.0,6,9,11,8518,27.4,8,4.2,13.0,0.85,Medium,Low,0
13386,9513,122672,1267,14582,37293,40649,37823,121,90.0,2.4,28.0,4,2,9,31121,20.5,5,3.1,46.0,0.88,Medium,Low,0
10146,19706,377364,3663,22719,103321,76457,109335,168,34.7,4.4,16.0,12,21,21,62753,59.7,4,4.6,30.0,0.97,Low,Low,0
14862,1742,6905,675,1754,28549,7137,37614,36,46.3,2.1,23.0,2,7,10,13711,50.8,4,3.3,20.0,0.92,Low,Low,0
12034,2548,22373,101,294,9385,9385,10158,20,5.0,1.9,6.0,3,2,1,4471,29.4,20,3.5,-14.0,0.36,Medium,Medium,1
13742,83,1549,9432,91,44658,343,49456,169,68.0,3.3,15.0,7,18,11,60975,45.6,3,3.7,4.0,0.92,Low,Low,0
14338,20965,422422,2667,22350,72637,79174,79126,154,32.1,4.6,23.0,8,15,20,24023,13.9,3,4.7,,0.85,Low,Low,0
11166,4,61,112,0,31938,20,43751,50,35.3,3.7,19.0,3,6,10,8530,55.9,5,3.7,-8.0,0.6,Medium,Medium,1
13501,3181,47526,159,2571,14062,14062,17914,9,48.3,1.6,4.0,2,0,2,5826,34.9,8,2.9,-37.0,0.44,Medium,Low,0
12051,60,922,1065,70,29368,267,42015,74,57.2,2.6,17.0,5,6,9,9009,37.0,9,3.2,2.0,0.83,Medium,Low,0
13761,1535,13068,30,1775,25121,6782,34086,86,22.5,2.2,16.0,1,3,9,13218,36.8,8,4.4,-14.0,0.83,Medium,Low,0
12625,10958,39912,249,10585,35127,38288,40469,65,76.8,3.2,23.0,6,6,14,26214,48.5,3,3.3,28.0,0.69,Medium,Low,0
12614,9500,18261,322,11612,32658,35597,35614,126,32.8,4.1,22.0,2,7,13,29618,44.9,9,4.3,54.0,0.7,Low,Low,0
10340,7200,46110,301,10322,27069,34377,41015,41,54.8,1.5,17.0,6,5,6,11679,48.2,9,3.0,23.0,0.86,High,Low,0
14117,3339,9466,958,4285,19949,14762,22068,64,41.8,4.8,23.0,3,9,17,29573,42.4,7,4.8,48.0,0.92,Medium,Low,0
13915,411,653,92,346,15363,1474,19672,1,28.5,2.2,9.0,6,2,1,5614,47.2,8,3.1,7.0,0.42,Medium,Low,0
12974,8354,244117,454,9600,35426,35426,50537,94,74.9,0.9,17.0,4,5,10,12756,68.9,6,4.3,6.0,0.71,High,Low,0
10266,23735,560626,2827,27738,93445,93445,102238,172,55.2,5.4,31.0,11,16,15,41446,39.5,4,4.1,65.0,0.99,Medium,Low,0
12425,38,579,828,42,21956,147,33522,39,67.6,1.3,8.0,2,7,3,10130,29.3,5,,16.0,0.59,Low,Low,0
11263,3389,34861,4,2614,14672,14672,18410,53,22.8,1.0,2.0,1,6,2,2414,38.9,15,4.0,-14.0,0.37,High,Medium,0
11772,2857,22418,488,3256,37109,10019,39436,86,58.6,3.9,24.0,6,6,8,24862,32.9,3,4.9,31.0,0.61,Medium,Low,0
13512,6450,44372,668,9427,26318,28686,28514,70,25.0,3.3,20.0,9,6,16,37331,39.2,4,3.5,13.0,0.64,High,Low,0
10272,2996,32817,829,2858,80515,11272,88188,132,87.6,4.2,31.0,9,10,23,34947,17.4,4,4.1,80.0,0.91,Medium,Low,0
10697,8732,88999,831,11751,35911,35911,42150,67,39.4,3.1,19.0,7,14,14,36687,31.3,2,3.5,6.0,0.75,Low,Low,0
10748,879,7378,75,593,17865,3930,23600,41,24.3,2.2,2.0,1,1,0,3603,46.9,10,3.0,13.0,0.3,Low,Low,0
10245,9684,23701,643,15766,43137,47019,50571,71,62.4,3.8,15.0,8,12,16,18430,40.5,4,4.3,23.0,0.86,Low,Low,0
10318,187,2556,34,236,42669,768,48598,70,58.6,2.5,25.0,4,9,14,26735,63.7,6,4.0,55.0,0.89,Medium,Low,0
10477,447,409,413,333,7936,1587,9528,32,33.3,0.5,17.0,2,3,3,6676,6.3,8,2.9,-4.0,0.42,High,Low,0
12033,543,2680,828,73,10185,2037,14245,14,36.0,2.1,11.0,1,2,3,4397,65.7,10,3.5,0.0,0.41,Medium,Low,1
10958,1796,9765,709,1743,10392,10392,12862,74,55.2,0.9,8.0,3,2,8,4367,23.2,10,3.0,14.0,0.44,High,Low,0
14902,2964,92784,2585,4464,73349,14669,85489,141,77.5,3.9,27.0,13,19,24,51150,10.3,1,5.0,48.0,0.99,Low,Low,0
10814,124,304,252,186,45682,548,48858,84,51.4,3.3,21.0,5,8,16,26634,44.9,7,4.1,39.0,0.78,Medium,Low,0
14302,9027,9660,553,11724,32365,35277,34839,85,41.0,2.2,24.0,5,11,14,26152,50.6,2,4.1,5.0,0.79,Low,Low,0
11915,176,3859,5828,183,100687,674,120729,173,61.3,2.4,30.0,14,12,22,56646,19.2,0,4.2,69.0,0.92,Low,Low,0
13811,5873,29961,684,8878,35121,25989,39067,77,58.4,1.1,18.0,4,11,12,28591,42.1,5,4.2,28.0,0.99,Low,Low,0
14743,1734,1767,1139,2322,32046,7050,33733,59,68.5,3.5,17.0,3,8,15,31877,28.4,8,3.7,44.0,0.66,Medium,Low,0
13488,7439,45270,119,9511,33216,33216,39685,96,82.1,0.5,22.0,5,10,12,25996,45.1,3,3.6,35.0,0.74,High,Low,0
11298,661,10574,254,662,83025,2656,88988,169,64.2,3.4,28.0,7,14,9,69604,42.6,3,4.9,43.0,0.94,High,Low,0
14193,1151,14002,542,1269,48032,4563,58935,84,63.6,2.7,22.0,3,9,10,15614,43.8,8,3.5,53.0,0.71,Low,Low,0
11805,1375,1433,733,2096,44560,6238,53238,82,57.7,2.3,16.0,3,14,12,32021,47.7,7,,16.0,0.82,Low,Low,0
10759,24,519,937,25,85440,93,93788,152,77.6,4.8,14.0,7,11,24,56925,38.7,3,,100.0,0.91,Low,Low,0
10251,5076,37271,211,7874,23040,25113,29128,71,57.3,2.9,22.0,6,8,14,20659,47.0,2,3.7,36.0,0.85,Low,Low,0
12462,1835,1857,91,27,32579,7167,36039,68,34.8,2.9,15.0,1,6,10,29840,15.4,5,3.4,-12.0,0.8,Low,High,1
10546,4862,56255,156,104,13743,17453,18013,25,69.5,1.3,14.0,2,2,2,4117,42.1,25,2.1,-1.0,0.59,High,Low,1
13242,5911,47908,1122,6539,34819,21239,38861,44,82.8,4.3,23.0,5,4,9,14751,45.3,5,3.0,34.0,0.99,Low,Low,0
10739,64,498,66,58,14802,266,19075,46,36.2,0.7,2.0,1,2,2,3126,29.9,15,3.2,,0.46,Medium,High,0
10311,192,1003,185,147,9931,953,12831,44,45.7,1.6,13.0,3,1,1,6644,4.0,16,3.2,-10.0,0.51,Medium,Low,0
10131,28954,801677,557,30171,81528,103540,86732,160,78.4,4.0,29.0,7,13,17,35945,42.4,5,4.4,43.0,0.86,High,Low,0
12942,22556,611393,451,28097,94349,102840,105301,121,90.0,4.2,25.0,4,12,17,51406,31.8,2,4.7,52.0,0.94,Low,Low,0
11132,171,660,198,21,12172,657,14899,41,38.4,3.6,11.0,3,3,2,5872,40.0,14,2.9,3.0,0.38,High,High,1
11450,135,2944,744,152,82345,551,82345,143,80.5,3.7,22.0,13,19,15,40192,19.9,4,4.8,72.0,0.8,Low,Low,0
13343,1823,53461,3113,2148,78213,7664,88377,158,49.2,3.8,27.0,14,13,23,63939,40.5,4,5.0,63.0,0.99,Low,Low,0
10016,23602,416375,6761,22930,78274,99407,84621,147,68.8,2.8,34.0,11,11,26,27226,28.9,1,4.4,36.0,0.99,Medium,Low,0
13233,105,87,244,66,14042,393,17619,73,47.1,0.8,17.0,1,1,1,5646,9.5,8,3.2,-23.0,0.48,Medium,Medium,0
12770,82,85,238,85,28121,337,40405,41,38.3,2.1,15.0,1,6,9,11871,36.5,6,4.4,14.0,0.55,Medium,Low,0
13469,236,301,128,24,9106,865,12666,22,28.2,0.5,13.0,1,2,5,4168,40.1,12,2.8,-68.0,0.42,High,Medium,1
10921,18588,200477,248,23526,67429,73497,71203,116,50.3,3.9,28.0,4,9,21,32779,14.7,5,4.4,62.0,0.9,Low,Low,0
13030,746,683,37,548,11841,3197,15767,46,11.9,0.5,15.0,1,0,2,2169,38.3,11,2.7,-28.0,0.54,High,Medium,0
11373,117,1559,11,9,13491,431,16886,45,30.9,1.8,5.0,2,1,5,5549,35.3,18,3.6,-3.0,0.45,Medium,Low,1
13588,112,116,14,83,4808,461,6048,10,36.8,1.3,8.0,0,3,4,3300,19.4,8,2.1,-35.0,0.49,Medium,Low,0
12545,1595,10351,27,1024,5999,6538,8746,43,52.2,1.8,8.0,1,1,3,7269,43.8,11,2.8,-21.0,0.41,Medium,Low,0
13599,544,10621,445,81,23875,2292,37247,50,59.0,3.2,13.0,4,6,9,19210,54.1,13,4.1,9.0,0.67,Medium,Medium,1
10039,2974,53697,486,3492,87168,12203,93228,141,58.5,4.3,22.0,7,22,19,42227,44.1,2,5.0,52.0,0.89,Low,Low,0
10364,1,26,1341,1,85090,5,85090,172,74.9,3.2,20.0,5,20,13,50715,16.7,1,3.9,45.0,0.99,Medium,Low,0
14230,19480,435628,604,17094,68146,74279,73513,154,68.7,3.6,30.0,5,10,15,44675,19.6,3,4.0,60.0,0.97,Low,Low,0
10183,3051,23057,133,2391,11872,11872,14185,53,15.4,1.3,13.0,3,0,4,5564,39.3,11,3.7,12.0,0.47,High,Low,0
13034,19800,501364,317,21703,55611,70625,61314,143,70.9,3.5,12.0,10,16,15,47327,38.0,1,3.9,76.0,0.82,Low,Low,0
12984,246,204,513,299,30027,960,33106,63,75.5,2.2,19.0,8,5,6,42707,29.1,6,4.4,38.0,0.65,Low,Low,0
11195,8092,140974,176,9042,35074,35074,51962,68,30.0,0.5,13.0,4,7,7,13674,29.8,2,,13.0,0.73,High,Low,0
12853,2078,17293,189,2447,32407,8749,48225,94,35.0,2.7,16.0,1,7,10,15046,31.3,5,3.9,27.0,0.72,High,Low,0
14842,449,566,33,23,9206,1841,12876,35,42.2,0.5,6.0,5,3,0,5146,31.3,14,3.9,-14.0,0.51,Medium,High,1
11122,15469,307711,6623,16304,51403,56029,57370,166,94.1,5.3,21.0,7,12,25,61624,36.7,2,3.7,100.0,0.81,Medium,Low,0
10996,4196,32164,16,3753,15182,16548,19002,14,55.3,0.9,2.0,2,0,3,6106,36.0,15,,15.0,0.45,High,Low,0
12236,6178,110546,988,7511,41158,26752,52700,41,60.9,1.7,19.0,6,10,3,16415,19.3,8,3.1,6.0,0.59,Medium,Low,0
12668,30809,427944,1133,38578,105649,115157,122280,174,80.3,3.4,25.0,7,18,20,48881,81.2,5,3.9,48.0,0.94,Medium,Low,0
13943,17961,324288,1304,20771,78003,78003,86002,124,69.7,3.7,26.0,5,15,12,56779,33.9,3,4.6,63.0,0.99,Medium,Low,0
13224,254,262,826,326,37680,1055,43113,76,56.0,3.7,19.0,3,10,4,50264,12.3,2,4.0,59.0,0.72,High,Low,0
11183,18929,609044,1956,23860,103910,76893,111973,182,61.9,4.2,29.0,10,14,14,32208,41.1,1,4.0,33.0,0.99,High,Low,0
14315,1672,20716,692,1523,93187,5404,109891,149,100.0,2.8,31.0,11,18,26,41693,54.5,2,4.8,64.0,0.95,Low,Low,0
14428,10701,219348,2253,15527,44346,48337,46242,137,93.4,4.6,19.0,11,10,20,59755,38.9,4,3.7,65.0,0.99,High,Low,0
10615,8372,103017,1386,8166,101696,27457,117841,132,50.5,3.7,23.0,7,17,21,54377,36.6,4,4.8,42.0,0.99,Low,Low,0
11022,0,6,482,0,39490,2,44774,61,52.0,2.5,20.0,5,6,8,18237,54.4,4,4.5,30.0,0.74,Low,Low,0
11467,0,1,320,0,13530,3,19986,22,64.2,0.5,13.0,3,3,5,3440,17.5,13,2.5,-9.0,0.45,Medium,Low,0
10402,1553,24834,291,1245,28122,5624,38524,47,35.3,3.2,10.0,6,8,10,10363,34.2,6,3.6,6.0,0.63,Medium,Low,0
13043,5,19,431,8,30345,22,38315,76,32.2,1.9,18.0,3,6,15,26156,34.5,7,4.4,11.0,0.68,High,Low,0
10935,2726,2634,227,3414,38871,10495,45947,49,69.0,3.4,22.0,10,11,11,31396,43.1,4,4.7,14.0,0.65,Low,Low,0
12420,6044,43019,81,6290,23059,23059,34112,41,55.3,3.0,13.0,5,7,6,11042,25.5,4,3.7,0.0,0.66,Medium,Low,0
11529,2963,48844,7069,3169,73006,10731,83246,167,74.4,4.3,23.0,2,15,16,35459,32.5,2,,30.0,0.99,Medium,Low,0
14654,1546,50475,980,2023,76280,7475,85135,126,51.1,3.7,24.0,2,21,15,74081,30.7,3,4.4,61.0,0.93,Medium,Low,0
12642,101,751,228,142,21343,384,25997,51,51.5,4.3,13.0,6,6,12,27715,34.2,9,3.4,40.0,0.84,High,Low,0
14182,17222,307526,181,19426,71533,71533,76019,159,94.3,2.9,29.0,10,12,17,55290,33.1,3,4.7,51.0,0.72,Low,Low,0
10727,11,272,2153,15,77482,50,90306,133,81.5,4.4,26.0,6,11,18,58425,65.8,2,5.0,,0.85,Low,Low,0
10827,88,84,60,122,31427,377,37236,91,39.8,3.8,21.0,9,8,18,22898,0.0,5,4.6,63.0,0.59,Low,Low,0
11522,3653,25361,187,3013,14118,15388,20763,34,5.9,2.5,4.0,2,1,3,5923,26.2,15,2.8,-2.0,0.5,Medium,Low,0
13912,772,731,483,60,11742,2935,13575,41,13.1,0.6,13.0,1,5,4,365,24.1,14,2.5,-31.0,0.53,Medium,High,1
12905,500,5375,138,28,9020,1984,12044,46,31.3,2.4,3.0,5,4,4,2713,24.3,19,3.3,4.0,0.43,High,Medium,1
12931,9935,66047,901,11186,27389,34784,30365,76,81.5,3.0,14.0,5,8,14,19138,11.5,4,3.9,31.0,0.76,Medium,Low,0
10137,7032,7613,180,8005,30730,30730,43282,61,70.9,2.9,12.0,3,4,6,10303,31.8,6,3.5,6.0,0.76,Low,Low,0
13591,630,5928,35,569,24604,2337,35200,80,59.0,0.5,17.0,5,5,4,16862,64.3,4,3.6,39.0,0.65,Low,Low,0
10629,9726,12514,312,19373,50492,50492,55670,106,66.7,1.7,20.0,3,3,19,26290,41.9,6,3.9,41.0,0.69,Low,Low,0
10335,25555,607726,421,27490,93580,102002,100408,122,71.1,3.3,22.0,6,10,17,53254,26.3,2,5.0,24.0,0.99,Medium,Low,0
13854,1135,3206,103,902,16397,4427,19708,62,34.0,1.6,8.0,0,1,3,6680,25.0,14,3.1,-4.0,0.49,High,Low,0
10391,8633,8806,243,10154,30858,33635,34908,83,40.6,2.9,12.0,4,11,19,21051,33.2,6,4.1,6.0,0.73,Medium,Low,0
14524,322,2943,99,353,9980,1467,14918,54,60.8,1.2,19.0,3,6,7,8969,20.5,7,3.9,30.0,0.71,Medium,Low,0
10976,1673,1554,13,2561,34404,6880,40428,100,43.3,4.8,10.0,3,10,7,33815,39.8,4,4.2,42.0,0.62,Medium,Low,0
14084,532,6131,227,344,9928,1985,11962,41,21.2,1.3,10.0,0,1,4,3590,30.8,11,2.9,10.0,0.49,High,Low,0
11818,699,6439,10,413,12686,2537,16455,41,10.5,1.4,6.0,1,0,4,5029,36.6,9,2.7,0.0,0.32,Low,Medium,0
10401,51,278,313,32,13553,162,16329,3,34.7,2.1,4.0,0,3,5,8859,58.4,13,2.1,-23.0,0.52,High,Low,0
10711,49,119,621,5,25943,173,33304,50,40.8,1.0,8.0,6,9,6,17647,24.0,6,3.8,17.0,0.67,High,Low,1
11040,1628,36822,8516,2151,72526,6962,83943,174,90.4,4.0,25.0,5,18,21,33056,23.6,5,4.6,9.0,0.92,Medium,Low,0
10778,35523,472558,2642,45455,134154,146227,134154,165,71.4,4.3,23.0,7,12,20,67433,68.3,2,4.8,63.0,0.99,Low,Low,0
13360,6250,6417,2729,9306,38346,28376,45814,89,56.2,3.2,29.0,8,8,11,32492,17.2,1,4.2,71.0,0.65,Low,Low,0
10047,3,9,142,0,15365,16,18490,62,5.0,2.2,13.0,1,1,3,4924,55.7,11,2.4,13.0,0.5,Medium,Medium,1
11562,6583,47742,236,6708,22436,24455,25789,77,58.2,2.4,18.0,6,10,13,16811,45.7,6,5.0,33.0,0.87,Low,Low,0
13949,9211,45951,248,9559,38244,41685,48781,69,29.3,4.3,8.0,3,3,9,3524,41.2,5,,-20.0,0.75,High,Low,0
14947,4292,12329,492,7126,27986,20709,34983,70,72.3,4.1,18.0,6,8,14,37038,39.5,9,4.0,,0.56,Medium,Low,0
13643,7653,75658,577,7270,31701,31701,43546,48,41.2,3.9,15.0,2,7,7,10402,49.0,8,4.1,37.0,0.8,High,Low,0
13727,30,385,31,28,30404,109,41879,80,45.2,2.8,25.0,2,6,13,20059,49.4,5,3.5,,0.68,High,Medium,0
14992,6555,136961,515,6143,25212,27481,36540,79,52.7,3.0,22.0,4,5,6,10889,17.0,7,4.3,24.0,0.67,Low,Low,0
11113,6,61,256,8,26021,28,33233,56,62.4,3.9,13.0,7,10,6,28332,45.4,5,3.2,66.0,0.74,Medium,Low,0
12514,228,5481,454,246,72681,872,76266,171,49.1,4.3,23.0,7,10,22,35427,34.9,3,4.9,,0.99,Medium,Low,0
13609,20,271,2334,22,81615,89,86092,177,86.2,3.7,17.0,6,10,26,37390,25.5,2,4.7,32.0,0.84,Low,Low,0
11224,5242,7527,32,7100,29129,21555,32730,75,50.9,2.1,14.0,13,8,12,29303,51.6,4,3.7,26.0,0.61,Medium,Low,0
13445,1192,9907,307,781,26213,3669,34812,57,43.4,4.0,14.0,5,4,7,7102,40.7,5,3.4,-16.0,0.65,High,Low,0
13024,9342,7070,814,10364,27676,30166,32370,94,61.0,3.0,16.0,7,13,9,18030,19.9,9,3.8,61.0,0.81,Low,Low,0
12422,3154,8935,1181,4391,69257,13851,78702,160,70.2,4.5,24.0,11,17,12,62780,32.0,1,4.7,75.0,0.99,Low,Low,0
11509,4553,92185,2904,5538,75823,20472,79313,124,83.2,4.6,20.0,11,9,26,40401,38.7,1,,62.0,0.99,High,Low,0
11751,4609,20291,1314,5451,17870,17870,20517,47,66.2,3.4,27.0,6,13,19,20423,32.6,4,3.1,33.0,0.65,Medium,Low,0
14986,2444,11681,103,149,17087,10423,20366,21,22.8,1.7,6.0,1,1,5,5204,25.0,12,3.2,-7.0,0.55,Low,Low,1
14225,11177,230372,1278,13289,53729,53729,59304,144,80.7,3.6,24.0,4,9,24,35551,51.8,1,4.2,46.0,0.9,Medium,Low,0
